Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
360705,Comcast inflated internet pricing,,2025-06-24,01:23:10,Internet,Santa Clara,California,95054,Open,No,comcast inflated internet pricing
360684,Expensive Internet Service for average speed,,2025-06-24,01:05:25,Internet,Santa Clara,California,95051,Open,No,expensive internet service for average speed
374393,Comcast pricing practices,,2025-06-30,11:54:33,Customer Care Call,Santa Clara,California,95054,Open,No,comcast pricing practices
360315,Pricing and lies,,2025-06-23,22:15:10,Customer Care Call,Santa Cruz,California,95060,Solved,No,pricing and lies
360375,Charge for service they won't deliver,,2025-06-23,22:36:45,Customer Care Call,Santa Cruz,California,95065,Open,No,charge for service they wont deliver
361828,"Comcast throttles Santa Cruz CA to 30Mbits, claims we get 50Mbits",,2025-06-24,13:05:46,Internet,Santa Cruz,California,95062,Solved,No,comcast throttles santa cruz ca to 30mbits claims we get 50mbits
362758,"Comcast Misrepresenting Speeds in Santa Cruz, CA",,2025-06-24,16:43:36,Customer Care Call,Santa Cruz,California,95062,Solved,No,comcast misrepresenting speeds in santa cruz ca
363269,Comcast wrong advertised speeds,,2025-06-24,19:26:03,Customer Care Call,Santa Cruz,California,95060,Open,No,comcast wrong advertised speeds
366448,Misrepresented Internet Speed,,2025-06-25,17:08:03,Customer Care Call,Santa Cruz,California,95060,Solved,No,misrepresented internet speed
373541,Being charged for internet speeds that equipment can not deliver,,2025-06-29,19:31:48,Customer Care Call,Santa Cruz,California,95060,Open,No,being charged for internet speeds that equipment can not deliver
215057,Huge number of lies from Comcast,,2025-02-04,17:35:48,Customer Care Call,Santa Fe,New Mexico,87507,Closed,No,huge number of lies from comcast
329212,Comcast Internet and TV,,2025-08-06,18:03:14,Customer Care Call,Santa Fe,New Mexico,87507,Solved,No,comcast internet and tv
343521,Poor internet reception,,2025-06-16,14:34:55,Customer Care Call,Santa Fe,New Mexico,87501,Open,No,poor internet reception
360587,Overcharging and shitty service,,2025-06-24,00:06:22,Internet,Santa Fe,New Mexico,87505,Solved,No,overcharging and shitty service
373570,Comcast bait and switch,,2025-06-29,19:47:55,Internet,Santa Fe,New Mexico,87505,Solved,No,comcast bait and switch
331416,Comcast Issues,,2025-09-06,19:00:18,Internet,Santa Fe,Texas,77510,Closed,No,comcast issues
373855,Throttled connection at peak time,,2025-06-30,00:00:57,Customer Care Call,Santa Maria,California,93458,Pending,No,throttled connection at peak time
349270,Comcast,,2025-06-18,14:54:44,Internet,Santa Rosa,California,95403,Solved,No,comcast
359612,Price manipulation,,2025-06-23,17:58:13,Customer Care Call,Santa Rosa,California,95407,Solved,No,price manipulation
361718,charges for internet service are bogus,,2025-06-24,12:39:35,Customer Care Call,Sarasota,Florida,34237,Solved,No,charges for internet service are bogus
316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,,2025-01-06,14:34:34,Internet,Sarasota,Florida,34232,Closed,No,extremely slow comcast internet connectionhave tried to have fixed but no one comes
213120,Data Overages,,2025-01-04,20:05:57,Internet,Savannah,Georgia,31406,Closed,No,data overages
215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,,2025-03-04,00:04:28,Internet,Savannah,Georgia,31405,Closed,No,internet service disconnected accidentally by comcast personnel poor service
230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,,2025-11-04,12:42:17,Internet,Savannah,Georgia,31419,Closed,No,intenet advertised rate versus customer service phone quote with comcast xfinity
257104,Comcast,,2025-04-25,16:01:38,Customer Care Call,Savannah,Georgia,31406,Closed,No,comcast
306396,Customer Service & Billing,,2025-05-26,08:47:55,Internet,Savannah,Georgia,31410,Solved,No,customer service billing
308746,Service issues,,2025-05-27,09:16:59,Internet,Savannah,Georgia,31419,Open,No,service issues
336532,Billing & Customer Service Issues,,2025-12-06,11:17:31,Internet,Savannah,Georgia,31406,Solved,No,billing customer service issues
359832,Outrageous billing costs and Data caps,,2025-06-23,19:09:44,Internet,Savannah,Georgia,31401,Pending,No,outrageous billing costs and data caps
365373,Falsifying Plan Rates and Charges,,2025-06-25,14:13:31,Internet,Savannah,Georgia,31401,Open,No,falsifying plan rates and charges
369310,comcast data cap,,2025-06-26,20:10:39,Internet,Savannah,Georgia,31419,Solved,No,comcast data cap
371792,Bait and switch service,,2025-06-29,11:13:48,Customer Care Call,Savannah,Georgia,31401,Pending,No,bait and switch service
373607,Unable to change my service,,2025-06-29,20:21:12,Customer Care Call,Savannah,Georgia,31410,Open,No,unable to change my service
358520,Comcast bill and service disclosure,,2025-06-23,14:05:40,Customer Care Call,Scappoose,Oregon,97056,Solved,No,comcast bill and service disclosure
211255,Comcast harassment,,2025-01-04,00:18:47,Customer Care Call,Schaumburg,Illinois,60193,Closed,No,comcast harassment
284663,Complaint regarding billing practices,,2025-11-05,21:39:36,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,complaint regarding billing practices
328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,,2025-08-06,13:18:19,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,complaint against comcast for provisioning of internet service ar residential address
353209,Install Gone Bad,,2025-06-19,21:35:48,Internet,Schaumburg,Illinois,60173,Solved,No,install gone bad
360692,Comcast's unfair pricing,,2025-06-24,01:11:15,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,comcasts unfair pricing
263241,needed tech suport,,2025-04-29,06:53:14,Customer Care Call,Scituate,Massachusetts,2066,Closed,No,needed tech suport
277390,Speed Misrepresentation,,2025-06-05,21:59:29,Customer Care Call,Scotts Valley,California,95066,Closed,No,speed misrepresentation
347759,Fraudulent advertising,,2025-06-18,01:32:54,Internet,Scotts Valley,California,95066,Open,No,fraudulent advertising
319255,Deceptive sales practices,,2025-02-06,16:02:04,Customer Care Call,Scranton,Pennsylvania,18510,Closed,No,deceptive sales practices
325642,Comcast Trespassing,,2025-05-06,15:02:15,Internet,Scranton,Pennsylvania,18509,Closed,No,comcast trespassing
218949,Internet issues and Customer Service issues,,2025-06-04,10:32:55,Customer Care Call,Seabrook,Texas,77586,Closed,No,internet issues and customer service issues
364450,Complaints against Comcat,,2025-06-25,12:07:17,Internet,Seaford,Delaware,19973,Solved,No,complaints against comcat
233754,charge for equipment from comcast i was not made aware when i ordered it,,2025-04-14,02:06:21,Internet,Seatac,Washington,98168,Closed,No,charge for equipment from comcast i was not made aware when i ordered it
320969,XFINITY is charging me more money for my account than what it should be,,2025-03-06,13:17:41,Internet,Seatac,Washington,98188,Solved,No,xfinity is charging me more money for my account than what it should be
359028,Comcast,,2025-06-23,15:40:51,Internet,Seattle,North Carolina,98144,Solved,No,comcast
231061,Failure of service from Comcast,,2025-12-04,05:51:48,Customer Care Call,Seattle,Washington,98136,Closed,No,failure of service from comcast
231062,Failure of service from Comcast,,2025-12-04,05:51:50,Internet,Seattle,Washington,98136,Closed,No,failure of service from comcast
238513,Comcast.,,2025-04-16,03:21:48,Internet,Seattle,Washington,98178,Closed,No,comcast
229036,Internet speeds less than what we are paying for after canceling cable tv service,,2025-10-04,14:29:39,Customer Care Call,Seattle,Washington,98107,Closed,No,internet speeds less than what we are paying for after canceling cable tv service
305301,ComCast continues to bill me though I canceled months ago,,2025-05-24,13:04:12,Internet,Seattle,Washington,98109,Solved,No,comcast continues to bill me though i canceled months ago
321676,Billing & Internet Service Issues with Comcast in Seattle WA,,2025-03-06,16:38:14,Internet,Seattle,Washington,98117,Closed,No,billing internet service issues with comcast in seattle wa
326414,Comcast repeatedly failing to install Internet service,,2025-05-06,22:06:10,Customer Care Call,Seattle,Washington,98112,Solved,No,comcast repeatedly failing to install internet service
344732,Slow Internet Speed,,2025-06-17,00:35:46,Internet,Seattle,Washington,98103,Solved,No,slow internet speed
359984,Comcast's egregious billing techniques,,2025-06-23,19:57:52,Internet,Seattle,Washington,98125,Open,No,comcasts egregious billing techniques
360176,Comcast's unfair billing practices,,2025-06-23,21:23:05,Internet,Seattle,Washington,98106,Solved,No,comcasts unfair billing practices
360526,Slow Internet,,2025-06-23,23:29:52,Customer Care Call,Seattle,Washington,98012,Open,No,slow internet
366821,"slow routing, dropped packets",,2025-06-25,19:01:59,Internet,Seattle,Washington,98109,Solved,Yes,slow routing dropped packets
372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,,2025-06-29,12:42:54,Internet,Seattle,Washington,98178,Open,No,comcast reescalation of case esl01877347 orr
239267,Comcast No Show's,,2025-04-16,13:21:43,Internet,Sebring,Florida,33870,Closed,Yes,comcast no shows
268873,Fraudulent Billing,,2025-01-05,14:42:34,Customer Care Call,Secaucus,New Jersey,7094,Solved,No,fraudulent billing
306934,Internet Connectivity,,2025-05-26,12:09:32,Internet,Secaucus,New Jersey,7094,Solved,No,internet connectivity
260733,Data Usage Meter,,2025-04-28,09:35:30,Customer Care Call,Senatobia,Mississippi,38668,Closed,No,data usage meter
316257,Comcast Data Usage Meter,,2025-01-06,09:44:42,Customer Care Call,Senatobia,Mississippi,38668,Open,No,comcast data usage meter
376228,Comcast/Xfinity Internet Data Cap,,2025-06-30,22:06:30,Internet,Senoia,Georgia,30276,Pending,No,comcastxfinity internet data cap
371378,"threat of shutting off service of phone,internet and TV",,2025-06-28,23:02:02,Internet,Sharon,Connecticut,6069,Pending,No,threat of shutting off service of phoneinternet and tv
256671,Comcast Data usage plan limit,,2025-04-25,09:35:16,Customer Care Call,Sharpsburg,Georgia,30277,Closed,No,comcast data usage plan limit
219826,BAD SERVICE/ PLEASE HELP,,2025-06-04,15:21:56,Customer Care Call,Shelby Township,Michigan,48317,Closed,No,bad service please help
362231,Improper modems,,2025-06-24,14:45:12,Internet,Shelby Township,Michigan,48317,Solved,No,improper modems
338800,Comcast blocking HBO GO on Playstation,,2025-06-13,10:15:06,Internet,Shelbyville,Indiana,46176,Solved,No,comcast blocking hbo go on playstation
215141,Comcast run around,,2025-02-04,18:13:28,Internet,Sheridan,Colorado,80110,Closed,No,comcast run around
218168,Multiple Unauthorized and Unwarranted Credit Checks,,2025-04-04,20:10:35,Customer Care Call,Shoreview,Minnesota,55126,Closed,No,multiple unauthorized and unwarranted credit checks
235629,Comcast Cable Billing Fraud,,2025-04-14,18:02:57,Customer Care Call,Shreveport,Louisiana,71106,Closed,No,comcast cable billing fraud
246762,Comcast billing past disconnection time,,2025-04-21,11:24:34,Internet,Shreveport,Louisiana,71118,Closed,Yes,comcast billing past disconnection time
306916,Comcast will not allow me to cancel my internet service.,,2025-05-26,11:58:57,Internet,Shreveport,Louisiana,71106,Solved,Yes,comcast will not allow me to cancel my internet service
345470,DSL,,2025-06-17,12:42:56,Customer Care Call,Shreveport,Louisiana,71105,Closed,No,dsl
361703,Contract,,2025-06-24,12:36:04,Customer Care Call,Shreveport,Louisiana,71115,Solved,No,contract
267527,Comcast over charging,,2025-04-30,19:52:57,Customer Care Call,Silver City,New Mexico,88061,Closed,No,comcast over charging
223036,Access issues have returned,,2025-07-04,21:57:32,Customer Care Call,Silver Spring,Maryland,20910,Closed,No,access issues have returned
257349,Comcast Internet Service,,2025-04-25,20:09:47,Internet,Silver Spring,Maryland,20903,Open,No,comcast internet service
293593,email sdervice,,2025-05-16,18:05:47,Customer Care Call,Sinking Spring,Pennsylvania,10608,Open,No,email sdervice
373797,Complaint against Comcast,,2025-06-29,22:37:26,Internet,Skokie,Illinois,60203,Closed,No,complaint against comcast
216841,Internet Speed,,2025-03-04,16:04:30,Internet,Slc,Utah,84124,Closed,No,internet speed
370691,Comcast Internet Complaint,,2025-06-28,01:23:56,Customer Care Call,Slc,Utah,84105,Open,No,comcast internet complaint
374352,Comcast service agreement,,2025-06-30,11:43:16,Customer Care Call,Slc,Utah,84109,Solved,No,comcast service agreement
343068,Comcast Service,,2025-06-16,12:02:39,Internet,Smyrna,Delaware,19977,Solved,No,comcast service
373980,Comcast 300GB CAP,,2025-06-30,08:15:55,Customer Care Call,Smyrna,Georgia,30080,Pending,No,comcast 300gb cap
223158,Internet Essentials,,2025-08-04,00:26:24,Internet,Smyrna,Tennessee,37167,Closed,No,internet essentials
360825,Cap complaints,,2025-06-24,04:14:57,Customer Care Call,Smyrna,Tennessee,37167,Open,Yes,cap complaints
370900,Comcast Data Caps,,2025-06-28,13:11:51,Internet,Smyrna,Tennessee,37167,Solved,No,comcast data caps
315515,continue to be scared by comcast,,2025-05-30,23:58:23,Internet,Snellville,Georgia,30078,Pending,No,continue to be scared by comcast
364194,Price Plans,,2025-06-25,11:00:28,Customer Care Call,Snellville,Georgia,30078,Solved,No,price plans
371259,Complaint against Comcast Corporation,,2025-06-28,20:06:28,Internet,Snellville,Georgia,30039,Open,No,complaint against comcast corporation
358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,,2025-06-23,14:07:44,Customer Care Call,Snoqualmie,Washington,98065,Solved,No,pricing discrimination monopolistic behavior in an oligopolistic market
342060,Internet much slower than advertised,,2025-06-15,18:16:49,Internet,Somers,New York,10589,Solved,No,internet much slower than advertised
359191,Cheating in Bundle Service Pricing,,2025-06-23,16:16:44,Internet,Somerset,New Jersey,8873,Open,No,cheating in bundle service pricing
367242,Deceptive Business Practices by Comcast,,2025-06-25,22:41:05,Internet,Somerset,New Jersey,8873,Open,No,deceptive business practices by comcast
336340,comcast,,2025-12-06,09:47:20,Internet,Somerset,Pennsylvania,15501,Closed,No,comcast
338856,Comcast Monopoly and Abuse,,2025-06-13,11:06:05,Internet,Somerville,Massachusetts,2143,Solved,No,comcast monopoly and abuse
